gmina_code,powiat_code,voivodeship_code,gmina_name,gmina_type,population,population_density,lat,lon,rurality_index
2604002,2604,26,gmina świętokrzyskie-centralny-04-02,miejsko-wiejska,6162,59.6,51.13256,21.68894,0.45
2604003,2604,26,gmina świętokrzyskie-centralny-04-03,wiejska,37599,98.9,51.23821,21.81485,1
2604004,2604,26,gmina świętokrzyskie-centralny-04-04,wiejska,12752,32.8,51.19473,21.71657,1
2604005,2604,26,gmina świętokrzyskie-centralny-04-05,wiejska,5669,38.2,51.41491,21.91643,1
2604006,2604,26,gmina świętokrzyskie-centralny-04-06,wiejska,9783,27.7,51.06717,21.65162,1
2605001,2605,26,gmina świętokrzyskie-miejski-05-01,miejsko-wiejska,14583,65.5,50.36039,20.05235,0.45
2605002,2605,26,gmina świętokrzyskie-miejski-05-02,miejska,104031,2373.3,50.67169,20.17663,0.08
2605003,2605,26,gmina świętokrzyskie-miejski-05-03,wiejska,9439,40.1,50.566,20.3838,1
2605004,2605,26,gmina świętokrzyskie-miejski-05-04,wiejska,4265,22.8,50.5627,20.11608,1
2605005,2605,26,gmina świętokrzyskie-miejski-05-05,wiejska,5967,15.2,50.5853,20.05846,1
2605006,2605,26,gmina świętokrzyskie-miejski-05-06,miejsko-wiejska,9243,123.9,50.34543,20.16175,0.45
2606001,2606,26,gmina świętokrzyskie-północny-06-01,miejska,27432,245.1,50.90355,21.2944,0.08
2606002,2606,26,gmina świętokrzyskie-północny-06-02,miejska,35672,262.2,50.86808,21.15078,0.08
2606003,2606,26,gmina świętokrzyskie-północny-06-03,miejsko-wiejska,10506,37.7,50.99328,21.78122,0.45
2606004,2606,26,gmina świętokrzyskie-północny-06-04,wiejska,22868,70.9,51.02528,21.3081,1
2606005,2606,26,gmina świętokrzyskie-północny-06-05,wiejska,3867,12,51.13686,21.59405,1
2606006,2606,26,gmina świętokrzyskie-północny-06-06,wiejska,5201,17.3,50.72023,21.35058,1
2607001,2607,26,gmina świętokrzyskie-południowy-07-01,wiejska,4861,36.0,50.41116,20.71151,1
2607002,2607,26,gmina świętokrzyskie-południowy-07-02,miejsko-wiejska,7271,90.3,50.50032,20.76385,0.45
2607003,2607,26,gmina świętokrzyskie-południowy-07-03,miejsko-wiejska,6793,122.1,50.53463,20.63689,0.45
2607004,2607,26,gmina świętokrzyskie-południowy-07-04,miejsko-wiejska,7810,31.7,50.30317,21.06182,0.45
2607005,2607,26,gmina świętokrzyskie-południowy-07-05,wiejska,3532,12,50.32148,21.1308,1
2607006,2607,26,gmina świętokrzyskie-południowy-07-06,wiejska,5930,15.4,50.39101,20.75418,1
2608001,2608,26,gmina świętokrzyskie-wschodni-08-01,miejska,21946,204.3,51.16858,19.70182,0.08
2608002,2608,26,gmina świętokrzyskie-wschodni-08-02,wiejska,8193,22.5,51.74918,19.65774,1
2608003,2608,26,gmina świętokrzyskie-wschodni-08-03,miejsko-wiejska,13440,205.7,51.68417,19.58848,0.45
2608004,2608,26,gmina świętokrzyskie-wschodni-08-04,wiejska,3887,16.6,51.76015,19.72411,1
2608005,2608,26,gmina świętokrzyskie-wschodni-08-05,wiejska,20492,136.7,51.71783,19.57414,1
2608006,2608,26,gmina świętokrzyskie-wschodni-08-06,miejska,30936,685.8,51.67147,19.73666,0.08
2609001,2609,26,gmina świętokrzyskie-zachodni-09-01,miejsko-wiejska,5124,21.1,50.62099,20.26194,0.45
2609002,2609,26,gmina świętokrzyskie-zachodni-09-02,miejska,8622,113.6,50.37345,20.34342,0.08
2609003,2609,26,gmina świętokrzyskie-zachodni-09-03,miejska,37980,397.0,50.38093,20.349,0.08
2609004,2609,26,gmina świętokrzyskie-zachodni-09-04,wiejska,20155,111.5,50.26491,20.15176,1
2609005,2609,26,gmina świętokrzyskie-zachodni-09-05,wiejska,8833,21.3,50.22571,20.48142,1
2609006,2609,26,gmina świętokrzyskie-zachodni-09-06,miejska,41125,1085.2,50.44843,20.40088,0.08
2610001,2610,26,gmina świętokrzyskie-centralny-10-01,wiejska,11772,39.7,50.38949,21.00364,1
2610002,2610,26,gmina świętokrzyskie-centralny-10-02,miejsko-wiejska,11171,91.0,50.70652,21.18206,0.45
2610003,2610,26,gmina świętokrzyskie-centralny-10-03,miejsko-wiejska,8520,38.3,50.83742,21.02559,0.45
2610004,2610,26,gmina świętokrzyskie-centralny-10-04,miejsko-wiejska,7166,42.3,50.77987,20.98816,0.45
2610005,2610,26,gmina świętokrzyskie-centralny-10-05,wiejska,3501,12,50.72052,21.17218,1
2610006,2610,26,gmina świętokrzyskie-centralny-10-06,miejska,63955,526.1,50.97583,21.08877,0.08
2611001,2611,26,gmina świętokrzyskie-miejski-11-01,wiejska,3596,20.5,50.9471,19.73035,1
2611002,2611,26,gmina świętokrzyskie-miejski-11-02,miejsko-wiejska,4503,47.4,50.97251,19.54311,0.45
2611003,2611,26,gmina świętokrzyskie-miejski-11-03,wiejska,13400,29.6,51.13182,19.56419,1
2611004,2611,26,gmina świętokrzyskie-miejski-11-04,wiejska,17078,67.0,50.82522,19.40529,1
2611005,2611,26,gmina świętokrzyskie-miejski-11-05,miejsko-wiejska,8149,41.1,50.91957,19.53797,0.45
2611006,2611,26,gmina świętokrzyskie-miejski-11-06,wiejska,7087,24.3,50.93451,19.52775,1
2612001,2612,26,gmina świętokrzyskie-północny-12-01,wiejska,3518,14.5,51.23716,20.29872,1
2612002,2612,26,gmina świętokrzyskie-północny-12-02,miejsko-wiejska,5121,33.0,51.02563,20.53794,0.45
2612003,2612,26,gmina świętokrzyskie-północny-12-03,miejsko-wiejska,19345,137.4,50.91603,20.69446,0.45
2612004,2612,26,gmina świętokrzyskie-północny-12-04,miejska,34204,771.3,51.2106,20.40876,0.08
2612005,2612,26,gmina świętokrzyskie-północny-12-05,wiejska,18265,109.4,51.13408,20.06889,1
2612006,2612,26,gmina świętokrzyskie-północny-12-06,miejsko-wiejska,12248,147.5,51.21053,20.33293,0.45
2613001,2613,26,gmina świętokrzyskie-południowy-13-01,miejsko-wiejska,7400,31.1,51.2801,20.39711,0.45
2613002,2613,26,gmina świętokrzyskie-południowy-13-02,miejska,67752,814.2,51.45071,20.33262,0.08
2613003,2613,26,gmina świętokrzyskie-południowy-13-03,wiejska,8143,38.7,51.2281,20.11425,1
2613004,2613,26,gmina świętokrzyskie-południowy-13-04,wiejska,2151,12,51.42841,20.24944,1
2613005,2613,26,gmina świętokrzyskie-południowy-13-05,wiejska,2084,12,51.38401,20.60952,1
2613006,2613,26,gmina świętokrzyskie-południowy-13-06,wiejska,5254,23.3,51.3267,20.26477,1
2614001,2614,26,gmina świętokrzyskie-wschodni-14-01,miejsko-wiejska,17207,64.2,50.57528,21.15287,0.45
2614002,2614,26,gmina świętokrzyskie-wschodni-14-02,wiejska,8335,20.6,50.57586,21.15082,1
2614003,2614,26,gmina świętokrzyskie-wschodni-14-03,wiejska,9601,101.9,50.67389,20.80663,1
2614004,2614,26,gmina świętokrzyskie-wschodni-14-04,wiejska,8094,27.9,50.77324,20.86107,1
2614005,2614,26,gmina świętokrzyskie-wschodni-14-05,wiejska,3204,12,50.45088,21.00885,1
2614006,2614,26,gmina świętokrzyskie-wschodni-14-06,wiejska,3968,42.1,50.67448,20.88597,1
2801001,2801,28,gmina warmińsko-mazurskie-południowy-01-01,miejsko-wiejska,10633,126.9,53.76474,20.6882,0.45
2801002,2801,28,gmina warmińsko-mazurskie-południowy-01-02,miejsko-wiejska,10546,42.2,54.29228,20.50108,0.45
2801003,2801,28,gmina warmińsko-mazurskie-południowy-01-03,miejska,21658,158.1,54.2723,20.92876,0.08
2801004,2801,28,gmina warmińsko-mazurskie-południowy-01-04,miejsko-wiejska,10070,193.2,54.25559,20.96449,0.45
2801005,2801,28,gmina warmińsko-mazurskie-południowy-01-05,wiejska,16613,46.9,54.048,20.88453,1
2801006,2801,28,gmina warmińsko-mazurskie-południowy-01-06,wiejska,13439,31.3,54.04776,20.95045,1
2802001,2802,28,gmina warmińsko-mazurskie-wschodni-02-01,wiejska,22737,67.6,53.12786,20.85909,1
2802002,2802,28,gmina warmińsko-mazurskie-wschodni-02-02,miejsko-wiejska,10956,89.5,53.38549,20.8719,0.45
2802003,2802,28,gmina warmińsko-mazurskie-wschodni-02-03,wiejska,11265,30.9,53.10558,20.78,1
2802004,2802,28,gmina warmińsko-mazurskie-wschodni-02-04,wiejska,3725,41.0,52.9808,20.93053,1
2802005,2802,28,gmina warmińsko-mazurskie-wschodni-02-05,wiejska,10513,44.3,53.14742,20.93298,1
2802006,2802,28,gmina warmińsko-mazurskie-wschodni-02-06,wiejska,4007,12,53.24341,20.47511,1
2803001,2803,28,gmina warmińsko-mazurskie-zachodni-03-01,wiejska,12390,99.0,53.39285,20.41999,1
2803002,2803,28,gmina warmińsko-mazurskie-zachodni-03-02,wiejska,19680,97.4,53.20894,20.6534,1
2803003,2803,28,gmina warmińsko-mazurskie-zachodni-03-03,miejska,20816,137.0,53.47006,20.27093,0.08
2803004,2803,28,gmina warmińsko-mazurskie-zachodni-03-04,miejsko-wiejska,4262,15.8,53.50323,20.86258,0.45
2803005,2803,28,gmina warmińsko-mazurskie-zachodni-03-05,miejsko-wiejska,16054,79.5,53.11568,20.69975,0.45
2803006,2803,28,gmina warmińsko-mazurskie-zachodni-03-06,wiejska,20166,48.4,53.46251,20.41529,1
2804001,2804,28,gmina warmińsko-mazurskie-centralny-04-01,wiejska,5850,37.0,53.08897,20.53887,1
2804002,2804,28,gmina warmińsko-mazurskie-centralny-04-02,wiejska,14535,42.0,53.11717,21.02051,1
2804003,2804,28,gmina warmińsko-mazurskie-centralny-04-03,miejska,35805,324.2,53.12149,21.11401,0.08
2804004,2804,28,gmina warmińsko-mazurskie-centralny-04-04,wiejska,7981,19.9,53.36622,20.65172,1
2804005,2804,28,gmina warmińsko-mazurskie-centralny-04-05,miejsko-wiejska,5895,36.5,53.43448,20.40764,0.45
2804006,2804,28,gmina warmińsko-mazurskie-centralny-04-06,miejsko-wiejska,11394,203.9,53.13498,20.79259,0.45
2805001,2805,28,gmina warmińsko-mazurskie-miejski-05-01,wiejska,3509,12.2,53.39767,19.70459,1
2805002,2805,28,gmina warmińsko-mazurskie-miejski-05-02,wiejska,7751,45.9,53.68227,19.88334,1
2805003,2805,28,gmina warmińsko-mazurskie-miejski-05-03,wiejska,24652,105.7,53.42764,20.11106,1
2805004,2805,28,gmina warmińsko-mazurskie-miejski-05-04,miejsko-wiejska,5662,32.5,53.5799,19.57176,0.45
2805005,2805,28,gmina warmińsko-mazurskie-miejski-05-05,wiejska,12594,34.3,53.64581,19.95476,1
2805006,2805,28,gmina warmińsko-mazurskie-miejski-05-06,wiejska,18142,78.5,53.38997,20.17435,1
2806001,2806,28,gmina warmińsko-mazurskie-północny-06-01,wiejska,3144,12,54.13907,20.9254,1
2806002,2806,28,gmina warmińsko-mazurskie-północny-06-02,wiejska,9113,30.0,53.83175,20.54298,1
2806003,2806,28,gmina warmińsko-mazurskie-północny-06-03,wiejska,2535,12,53.88558,20.40289,1
2806004,2806,28,gmina warmińsko-mazurskie-północny-06-04,miejsko-wiejska,11144,39.9,54.05217,20.73553,0.45
2806005,2806,28,gmina warmińsko-mazurskie-północny-06-05,wiejska,11309,33.7,53.93989,20.73458,1
2806006,2806,28,gmina warmińsko-mazurskie-północny-06-06,miejska,39344,390.5,54.1087,20.42257,0.08
2807001,2807,28,gmina warmińsko-mazurskie-południowy-07-01,wiejska,12431,38.1,53.50876,21.24512,1
2807002,2807,28,gmina warmińsko-mazurskie-południowy-07-02,wiejska,5281,12,53.39652,21.11932,1
2807003,2807,28,gmina warmińsko-mazurskie-południowy-07-03,miejska,21942,187.1,53.6932,21.0028,0.08
2807004,2807,28,gmina warmińsko-mazurskie-południowy-07-04,wiejska,18729,148.7,53.42581,20.84429,1
2807005,2807,28,gmina warmińsko-mazurskie-południowy-07-05,wiejska,7748,16.8,53.75764,21.1414,1
2807006,2807,28,gmina warmińsko-mazurskie-południowy-07-06,miejsko-wiejska,24010,317.2,53.52252,21.22305,0.45
2808001,2808,28,gmina warmińsko-mazurskie-wschodni-08-01,wiejska,16555,39.4,53.74706,20.27456,1
2808002,2808,28,gmina warmińsko-mazurskie-wschodni-08-02,miejsko-wiejska,13833,95.5,53.432,20.1456,0.45
2808003,2808,28,gmina warmińsko-mazurskie-wschodni-08-03,wiejska,15422,103.7,53.47833,20.48019,1
2808004,2808,28,gmina warmińsko-mazurskie-wschodni-08-04,wiejska,10154,23.4,53.44631,20.85706,1
2808005,2808,28,gmina warmińsko-mazurskie-wschodni-08-05,wiejska,15102,39.3,53.59714,20.58237,1
2808006,2808,28,gmina warmińsko-mazurskie-wschodni-08-06,miejsko-wiejska,4022,27.6,53.47286,20.50496,0.45
2809001,2809,28,gmina warmińsko-mazurskie-zachodni-09-01,wiejska,3926,12,54.09968,20.16984,1
2809002,2809,28,gmina warmińsko-mazurskie-zachodni-09-02,miejsko-wiejska,9215,57.3,53.83055,20.2422,0.45
2809003,2809,28,gmina warmińsko-mazurskie-zachodni-09-03,miejsko-wiejska,9139,55.0,53.92705,20.22516,0.45
2809004,2809,28,gmina warmińsko-mazurskie-zachodni-09-04,wiejska,17960,91.4,53.63314,19.97976,1
2809005,2809,28,gmina warmińsko-mazurskie-zachodni-09-05,wiejska,4104,16.0,53.57618,20.07848,1
2809006,2809,28,gmina warmińsko-mazurskie-zachodni-09-06,miejska,65120,616.5,54.00975,19.86366,0.08
2810001,2810,28,gmina warmińsko-mazurskie-centralny-10-01,wiejska,3001,12,53.99118,20.22519,1
2810002,2810,28,gmina warmińsko-mazurskie-centralny-10-02,wiejska,4051,48.1,53.84152,20.42024,1
2810003,2810,28,gmina warmińsko-mazurskie-centralny-10-03,wiejska,43969,113.2,53.90284,19.75054,1
2810004,2810,28,gmina warmińsko-mazurskie-centralny-10-04,wiejska,2851,13.4,53.85553,20.13985,1
2810005,2810,28,gmina warmińsko-mazurskie-centralny-10-05,miejsko-wiejska,12164,42.2,53.95508,20.13376,0.45
2810006,2810,28,gmina warmińsko-mazurskie-centralny-10-06,miejsko-wiejska,8471,128.8,53.91017,20.28074,0.45
2811001,2811,28,gmina warmińsko-mazurskie-miejski-11-01,wiejska,9089,71.5,53.69624,21.45666,1
2811002,2811,28,gmina warmińsko-mazurskie-miejski-11-02,miejsko-wiejska,4170,17.5,53.55682,21.32063,0.45
2811003,2811,28,gmina warmińsko-mazurskie-miejski-11-03,miejska,41228,1368.2,53.64789,21.68277,0.08
2811004,2811,28,gmina warmińsko-mazurskie-miejski-11-04,miejsko-wiejska,19640,120.9,53.73529,21.56685,0.45
2811005,2811,28,gmina warmińsko-mazurskie-miejski-11-05,wiejska,3324,18.9,53.52463,21.14787,1
2811006,2811,28,gmina warmińsko-mazurskie-miejski-11-06,wiejska,11476,28.4,53.50515,21.15719,1
2812001,2812,28,gmina warmińsko-mazurskie-północny-12-01,miejsko-wiejska,8608,59.9,53.50706,19.79144,0.45
2812002,2812,28,gmina warmińsko-mazurskie-północny-12-02,miejska,34890,301.5,53.249,19.11442,0.08
2812003,2812,28,gmina warmińsko-mazurskie-północny-12-03,miejsko-wiejska,4523,27.9,53.45882,19.0896,0.45
2812004,2812,28,gmina warmińsko-mazurskie-północny-12-04,miejsko-wiejska,27741,424.3,53.39025,19.28802,0.45
2812005,2812,28,gmina warmińsko-mazurskie-północny-12-05,wiejska,14087,44.5,53.456,19.36213,1
2812006,2812,28,gmina warmińsko-mazurskie-północny-12-06,wiejska,5364,26.2,53.51315,19.44529,1
2813001,2813,28,gmina warmińsko-mazurskie-południowy-13-01,wiejska,2880,12,54.51094,21.42488,1
2813002,2813,28,gmina warmińsko-mazurskie-południowy-13-02,wiejska,10993,26.0,54.34299,21.8247,1
2813003,2813,28,gmina warmińsko-mazurskie-południowy-13-03,miejsko-wiejska,4163,28.4,54.35305,21.77922,0.45
2813004,2813,28,gmina warmińsko-mazurskie-południowy-13-04,wiejska,5128,35.5,54.37819,22.23947,1
2813005,2813,28,gmina warmińsko-mazurskie-południowy-13-05,wiejska,6346,18.8,54.34293,21.796,1
2813006,2813,28,gmina warmińsko-mazurskie-południowy-13-06,wiejska,2816,15.9,54.26732,21.9352,1
2814001,2814,28,gmina warmińsko-mazurskie-wschodni-14-01,wiejska,15791,38.4,53.58011,19.1887,1
2814002,2814,28,gmina warmińsko-mazurskie-wschodni-14-02,miejska,22837,414.0,53.59237,19.42619,0.08
2814003,2814,28,gmina warmińsko-mazurskie-wschodni-14-03,wiejska,19975,134.1,53.55479,19.46334,1
2814004,2814,28,gmina warmińsko-mazurskie-wschodni-14-04,miejska,16105,129.2,53.70784,19.18865,0.08
2814005,2814,28,gmina warmińsko-mazurskie-wschodni-14-05,wiejska,9032,67.0,53.71136,19.58438,1
2814006,2814,28,gmina warmińsko-mazurskie-wschodni-14-06,wiejska,10894,38.2,53.758,19.27759,1
2815001,2815,28,gmina warmińsko-mazurskie-zachodni-15-01,wiejska,3573,12,53.73166,20.32995,1
2815002,2815,28,gmina warmińsko-mazurskie-zachodni-15-02,wiejska,4868,14.4,53.44547,20.22609,1
2815003,2815,28,gmina warmińsko-mazurskie-zachodni-15-03,wiejska,10846,35.2,53.73113,20.24232,1
2815004,2815,28,gmina warmińsko-mazurskie-zachodni-15-04,miejska,26361,199.4,53.79636,20.35923,0.08
2815005,2815,28,gmina warmińsko-mazurskie-zachodni-15-05,miejska,16241,210.9,53.75845,20.15875,0.08
2815006,2815,28,gmina warmińsko-mazurskie-zachodni-15-06,wiejska,7256,18.8,53.66962,20.16091,1
2816001,2816,28,gmina warmińsko-mazurskie-centralny-16-01,wiejska,2570,12,53.84353,19.56505,1
2816002,2816,28,gmina warmińsko-mazurskie-centralny-16-02,wiejska,10185,32.0,53.79934,19.81264,1
2816003,2816,28,gmina warmińsko-mazurskie-centralny-16-03,wiejska,4514,13.7,53.75756,19.90489,1
2816004,2816,28,gmina warmińsko-mazurskie-centralny-16-04,miejsko-wiejska,7246,33.3,53.77855,19.97239,0.45
2816005,2816,28,gmina warmińsko-mazurskie-centralny-16-05,wiejska,9177,21.4,53.92934,19.77525,1
2816006,2816,28,gmina warmińsko-mazurskie-centralny-16-06,miejsko-wiejska,17934,95.9,53.8609,20.10965,0.45
2817001,2817,28,gmina warmińsko-mazurskie-miejski-17-01,wiejska,6756,31.7,54.07651,20.63057,1
2817002,2817,28,gmina warmińsko-mazurskie-miejski-17-02,miejska,21333,240.8,54.131,20.59803,0.08
2817003,2817,28,gmina warmińsko-mazurskie-miejski-17-03,wiejska,7432,17.3,53.95932,21.21288,1
2817004,2817,28,gmina warmińsko-mazurskie-miejski-17-04,miejsko-wiejska,9366,46.7,54.16313,20.72274,0.45
2817005,2817,28,gmina warmińsko-mazurskie-miejski-17-05,wiejska,15132,40.7,53.96579,20.97731,1
2817006,2817,28,gmina warmińsko-mazurskie-miejski-17-06,wiejska,21450,55.2,53.91345,20.89062,1
2818001,2818,28,gmina warmińsko-mazurskie-północny-18-01,wiejska,5506,19.2,53.3373,20.78662,1
2818002,2818,28,gmina warmińsko-mazurskie-północny-18-02,wiejska,2395,12,53.23332,20.54914,1
2818003,2818,28,gmina warmińsko-mazurskie-północny-18-03,wiejska,6739,31.3,53.42892,21.27429,1
2818004,2818,28,gmina warmińsko-mazurskie-północny-18-04,miejska,13959,180.7,53.11688,20.82888,0.08
2818005,2818,28,gmina warmińsko-mazurskie-północny-18-05,wiejska,24788,239.8,53.19781,20.7149,1
2818006,2818,28,gmina warmińsko-mazurskie-północny-18-06,miejska,54755,532.1,53.17899,20.8763,0.08
2819001,2819,28,gmina warmińsko-mazurskie-południowy-19-01,wiejska,5378,15.3,54.72426,20.34041,1
2819002,2819,28,gmina warmińsko-mazurskie-południowy-19-02,miejsko-wiejska,29672,156.2,54.73466,20.62155,0.45
2819003,2819,28,gmina warmińsko-mazurskie-południowy-19-03,wiejska,5929,31.0,54.576,20.6321,1
2819004,2819,28,gmina warmińsko-mazurskie-południowy-19-04,miejska,15206,155.7,54.48754,20.37587,0.08
2819005,2819,28,gmina warmińsko-mazurskie-południowy-19-05,wiejska,4881,13.6,54.5296,20.67243,1
2819006,2819,28,gmina warmińsko-mazurskie-południowy-19-06,wiejska,8732,48.9,54.31477,20.67906,1
2820001,2820,28,gmina warmińsko-mazurskie-wschodni-20-01,wiejska,8135,20.6,53.7578,20.3922,1
2820002,2820,28,gmina warmińsko-mazurskie-wschodni-20-02,wiejska,9018,55.7,53.74546,20.0837,1
2820003,2820,28,gmina warmińsko-mazurskie-wschodni-20-03,miejska,43548,316.9,53.61337,20.38004,0.08
2820004,2820,28,gmina warmińsko-mazurskie-wschodni-20-04,miejska,24374,162.6,54.05984,20.64148,0.08
2820005,2820,28,gmina warmińsko-mazurskie-wschodni-20-05,miejska,18948,195.7,53.75262,20.25537,0.08
2820006,2820,28,gmina warmińsko-mazurskie-wschodni-20-06,miejsko-wiejska,3708,67.9,53.76874,20.13177,0.45
2821001,2821,28,gmina warmińsko-mazurskie-zachodni-21-01,wiejska,5182,17.5,54.03881,19.80306,1
2821002,2821,28,gmina warmińsko-mazurskie-zachodni-21-02,wiejska,3377,12,53.84924,19.18288,1
2821003,2821,28,gmina warmińsko-mazurskie-zachodni-21-03,miejsko-wiejska,7812,34.1,54.02915,19.53486,0.45
2821004,2821,28,gmina warmińsko-mazurskie-zachodni-21-04,miejsko-wiejska,7176,25.8,54.08572,19.49101,0.45
2821005,2821,28,gmina warmińsko-mazurskie-zachodni-21-05,miejsko-wiejska,16062,61.5,53.91804,19.24434,0.45
2821006,2821,28,gmina warmińsko-mazurskie-zachodni-21-06,miejsko-wiejska,7282,106.5,53.8718,19.64307,0.45
3001001,3001,30,gmina wielkopolskie-południowy-01-01,wiejska,2691,12,52.48164,16.67735,1
3001002,3001,30,gmina wielkopolskie-południowy-01-02,wiejska,4266,13.8,52.46212,16.56174,1
3001003,3001,30,gmina wielkopolskie-południowy-01-03,miejsko-wiejska,9171,41.2,52.26623,16.48361,0.45
3001004,3001,30,gmina wielkopolskie-południowy-01-04,wiejska,10063,56.0,52.58835,16.51964,1
3001005,3001,30,gmina wielkopolskie-południowy-01-05,wiejska,11571,27.1,52.3493,16.7546,1
3001006,3001,30,gmina wielkopolskie-południowy-01-06,wiejska,7778,17.7,52.46751,16.66192,1
3002001,3002,30,gmina wielkopolskie-wschodni-02-01,wiejska,7366,63.9,52.94558,16.81766,1
3002002,3002,30,gmina wielkopolskie-wschodni-02-02,wiejska,4926,12.3,53.07329,16.93632,1
3002003,3002,30,gmina wielkopolskie-wschodni-02-03,miejska,30184,203.7,53.03361,16.91865,0.08
3002004,3002,30,gmina wielkopolskie-wschodni-02-04,miejsko-wiejska,1833,12,52.87729,16.54943,0.45
3002005,3002,30,gmina wielkopolskie-wschodni-02-05,wiejska,5890,12.6,53.30346,16.93137,1
3002006,3002,30,gmina wielkopolskie-wschodni-02-06,miejska,33558,328.8,53.12098,16.70534,0.08
3003001,3003,30,gmina wielkopolskie-zachodni-03-01,miejska,16214,174.6,52.97727,16.44941,0.08
3003002,3003,30,gmina wielkopolskie-zachodni-03-02,miejska,8100,76.4,52.92831,16.21921,0.08
3003003,3003,30,gmina wielkopolskie-zachodni-03-03,wiejska,9787,43.7,53.05351,16.25472,1
3003004,3003,30,gmina wielkopolskie-zachodni-03-04,miejsko-wiejska,5379,25.5,53.01525,16.15473,0.45
3003005,3003,30,gmina wielkopolskie-zachodni-03-05,wiejska,8138,24.1,52.96045,16.57911,1
3003006,3003,30,gmina wielkopolskie-zachodni-03-06,wiejska,10482,94.1,53.0513,16.10811,1
3004001,3004,30,gmina wielkopolskie-centralny-04-01,wiejska,6180,25.2,52.47354,17.14539,1
3004002,3004,30,gmina wielkopolskie-centralny-04-02,miejska,19663,439.0,52.55491,17.60831,0.08
3004003,3004,30,gmina wielkopolskie-centralny-04-03,wiejska,5373,14.9,52.43117,17.21234,1
3004004,3004,30,gmina wielkopolskie-centralny-04-04,miejska,61611,478.1,52.77663,17.20916,0.08
3004005,3004,30,gmina wielkopolskie-centralny-04-05,miejsko-wiejska,7204,30.7,52.64486,17.23361,0.45
3004006,3004,30,gmina wielkopolskie-centralny-04-06,wiejska,10366,23.6,52.60226,17.4323,1
3005001,3005,30,gmina wielkopolskie-miejski-05-01,wiejska,9468,43.6,52.13455,17.04677,1
3005002,3005,30,gmina wielkopolskie-miejski-05-02,wiejska,8667,54.8,52.156,17.04507,1
3005003,3005,30,gmina wielkopolskie-miejski-05-03,miejska,17498,120.0,52.06172,16.94208,0.08
3005004,3005,30,gmina wielkopolskie-miejski-05-04,miejska,141611,1944.9,52.18478,16.84229,0.08
3005005,3005,30,gmina wielkopolskie-miejski-05-05,wiejska,8789,50.7,51.95428,16.86727,1
3005006,3005,30,gmina wielkopolskie-miejski-05-06,wiejska,8015,25.5,52.17585,16.90135,1
3006001,3006,30,gmina wielkopolskie-północny-06-01,wiejska,12154,26.8,52.64394,16.68069,1
3006002,3006,30,gmina wielkopolskie-północny-06-02,miejska,10173,185.3,52.67718,16.53513,0.08
3006003,3006,30,gmina wielkopolskie-północny-06-03,wiejska,10471,26.8,52.67855,17.0891,1
3006004,3006,30,gmina wielkopolskie-północny-06-04,miejsko-wiejska,4354,21.3,52.83566,16.84977,0.45
3006005,3006,30,gmina wielkopolskie-północny-06-05,wiejska,10793,29.6,52.82166,16.68106,1
3006006,3006,30,gmina wielkopolskie-północny-06-06,wiejska,12891,30.7,53.10293,16.58526,1
3007001,3007,30,gmina wielkopolskie-południowy-07-01,wiejska,8059,50.3,51.60127,16.73294,1
3007002,3007,30,gmina wielkopolskie-południowy-07-02,wiejska,4439,30.5,51.63957,17.01554,1
3007003,3007,30,gmina wielkopolskie-południowy-07-03,miejsko-wiejska,4986,18.3,51.70989,17.06905,0.45
3007004,3007,30,gmina wielkopolskie-południowy-07-04,miejska,30737,513.5,51.58508,16.68465,0.08
3007005,3007,30,gmina wielkopolskie-południowy-07-05,miejska,12177,81.9,51.82072,16.73525,0.08
3007006,3007,30,gmina wielkopolskie-południowy-07-06,miejsko-wiejska,5710,20.3,51.65075,16.97319,0.45
3008001,3008,30,gmina wielkopolskie-wschodni-08-01,wiejska,6779,54.4,52.20712,16.94742,1
3008002,3008,30,gmina wielkopolskie-wschodni-08-02,miejsko-wiejska,12286,83.6,52.12881,16.64892,0.45
3008003,3008,30,gmina wielkopolskie-wschodni-08-03,wiejska,22264,114.1,52.08856,16.73458,1
3008004,3008,30,gmina wielkopolskie-wschodni-08-04,miejsko-wiejska,23836,93.0,52.27767,16.6782,0.45
3008005,3008,30,gmina wielkopolskie-wschodni-08-05,wiejska,3388,21.9,51.85898,16.82937,1
3008006,3008,30,gmina wielkopolskie-wschodni-08-06,miejska,14132,188.7,52.19319,16.59075,0.08
3009001,3009,30,gmina wielkopolskie-zachodni-09-01,wiejska,6862,40.9,52.3224,16.42521,1
3009002,3009,30,gmina wielkopolskie-zachodni-09-02,wiejska,13125,68.6,52.2956,15.95422,1
3009003,3009,30,gmina wielkopolskie-zachodni-09-03,wiejska,8783,19.8,52.43261,15.79027,1
3009004,3009,30,gmina wielkopolskie-zachodni-09-04,wiejska,4472,18.6,52.22876,16.09311,1
3009005,3009,30,gmina wielkopolskie-zachodni-09-05,miejska,26666,302.5,52.38214,15.65856,0.08
3009006,3009,30,gmina wielkopolskie-zachodni-09-06,miejsko-wiejska,12455,240.0,52.59113,16.15473,0.45
3010001,3010,30,gmina wielkopolskie-centralny-10-01,wiejska,4198,18.5,51.69544,16.94531,1
3010002,3010,30,gmina wielkopolskie-centralny-10-02,miejsko-wiejska,25133,228.7,51.89806,17.11383,0.45
3010003,3010,30,gmina wielkopolskie-centralny-10-03,wiejska,7248,31.6,51.91883,17.22123,1
