gmina_code,population,share_75_plus,single_senior_households,home_oxygen_patients,dialysis_patients,disability_share,care_facility_pressure,children_facilities,electric_heating_pct,no_alt_heat_buildings_pct,energy_poverty_pct,remote_rurality,telecom_gap_pct,rescue_travel_time_min,vulnerable_population_est,share_75_plus_norm,single_senior_households_norm,home_oxygen_patients_norm,dialysis_patients_norm,disability_share_norm,care_facility_pressure_norm,children_facilities_norm,electric_heating_pct_norm,no_alt_heat_buildings_pct_norm,energy_poverty_pct_norm,remote_rurality_norm,telecom_gap_pct_norm,rescue_travel_time_min_norm,iwl_score
0804004,27419,0.1398,0.0433,16,5,0.1262,0.1462,5,0.1204,0.1552,0.1045,0.463,0.0983,26.1,4486,0.5335,0.2112,0.1616,0.1316,0.502,0.177,0.0926,0.3137,0.2408,0.3377,0.463,0.253,0.3735,49.67
1611001,3538,0.099,0.0399,2,1,0.1404,0.2029,3,0.1916,0.2527,0.125,0.3168,0.067,33.2,546,0.3039,0.1858,0.0202,0.0263,0.5847,0.2456,0.0556,0.5361,0.4283,0.4151,0.3168,0.1725,0.4991,49.64
3016006,8792,0.1119,0.0816,6,3,0.1405,0.1286,1,0.1524,0.2434,0.0655,0.3548,0.0648,26.6,1212,0.3765,0.497,0.0606,0.0789,0.5853,0.1557,0.0185,0.4136,0.4104,0.1906,0.3548,0.1668,0.3823,49.63
1412004,16045,0.1064,0.0304,6,0,0.1351,0.1397,6,0.2024,0.331,0.129,0.0713,0.1104,28.4,2531,0.3455,0.1149,0.0606,0.0,0.5539,0.1691,0.1111,0.5698,0.5788,0.4302,0.0713,0.2842,0.4142,49.63
0220002,31562,0.1139,0.0231,19,10,0.1379,0.6295,14,0.1506,0.0878,0.0711,0.0246,0.149,11.7,4427,0.3877,0.0604,0.1919,0.2632,0.5702,0.7621,0.2593,0.408,0.1112,0.2117,0.0246,0.3835,0.1186,49.62
1824006,27875,0.1348,0.0748,11,6,0.0892,0.1675,5,0.1872,0.2202,0.0862,0.3437,0.0561,14.0,3915,0.5053,0.4463,0.1111,0.1579,0.2865,0.2028,0.0926,0.5223,0.3658,0.2687,0.3437,0.1444,0.1593,49.62
2203002,25441,0.0866,0.0701,12,5,0.1019,0.5562,5,0.1321,0.3065,0.1163,0.0982,0.0412,14.7,3319,0.2341,0.4112,0.1212,0.1316,0.3605,0.6734,0.0926,0.3502,0.5317,0.3823,0.0982,0.106,0.1717,49.61
1018003,15932,0.0776,0.0593,8,2,0.1265,0.5013,10,0.1171,0.03,0.1239,0.5295,0.1553,28.1,2184,0.1835,0.3306,0.0808,0.0526,0.5038,0.6069,0.1852,0.3033,0.0,0.4109,0.5295,0.3997,0.4088,49.61
3027002,6962,0.0992,0.0506,5,3,0.0689,0.3694,1,0.1501,0.2,0.1748,0.391,0.0574,39.5,1042,0.305,0.2657,0.0505,0.0789,0.1683,0.4472,0.0185,0.4064,0.3269,0.603,0.391,0.1477,0.6106,49.6
1414006,7204,0.1134,0.0446,4,3,0.127,0.3927,2,0.1973,0.166,0.1039,0.1326,0.0955,28.3,1075,0.3849,0.2209,0.0404,0.0789,0.5067,0.4754,0.037,0.5539,0.2615,0.3355,0.1326,0.2458,0.4124,49.56
0211004,8673,0.1058,0.093,7,2,0.125,0.0928,3,0.1158,0.228,0.1061,0.4529,0.1212,18.8,1261,0.3421,0.5821,0.0707,0.0526,0.495,0.1123,0.0556,0.2993,0.3808,0.3438,0.4529,0.312,0.2442,49.56
3035004,39136,0.057,0.0784,20,18,0.1178,0.4433,19,0.1402,0.2322,0.0628,0.0,0.0744,5.0,3861,0.0675,0.4731,0.202,0.4737,0.4531,0.5367,0.3519,0.3755,0.3888,0.1804,0.0,0.1915,0.0,49.54
0227006,2194,0.1254,0.0732,0,0,0.0783,0.4223,2,0.1891,0.2643,0.0855,0.2713,0.0636,22.6,286,0.4524,0.4343,0.0,0.0,0.2231,0.5113,0.037,0.5283,0.4506,0.266,0.2713,0.1637,0.3115,49.51
1218007,5670,0.1184,0.0836,3,2,0.1304,0.116,1,0.154,0.1466,0.054,0.5064,0.1511,25.6,755,0.4131,0.5119,0.0303,0.0526,0.5265,0.1404,0.0185,0.4186,0.2242,0.1472,0.5064,0.3889,0.3646,49.5
1435003,17225,0.1193,0.047,14,4,0.112,0.2641,4,0.1463,0.2392,0.1054,0.1205,0.1659,19.1,2549,0.4181,0.2388,0.1414,0.1053,0.4193,0.3197,0.0741,0.3946,0.4023,0.3411,0.1205,0.427,0.2496,49.5
0813004,9092,0.0764,0.0792,6,0,0.112,0.3027,5,0.1366,0.226,0.0411,0.479,0.2115,26.3,893,0.1767,0.4791,0.0606,0.0,0.4193,0.3665,0.0926,0.3643,0.3769,0.0985,0.479,0.5444,0.377,49.5
1440005,9697,0.1087,0.0501,5,4,0.1228,0.2624,1,0.1542,0.1722,0.1344,0.1693,0.1239,33.4,1526,0.3585,0.2619,0.0505,0.1053,0.4822,0.3177,0.0185,0.4192,0.2735,0.4506,0.1693,0.3189,0.5027,49.49
1001003,29094,0.1208,0.059,11,8,0.1163,0.4336,6,0.093,0.175,0.0714,0.511,0.0919,15.8,3967,0.4266,0.3284,0.1111,0.2105,0.4444,0.5249,0.1111,0.2281,0.2788,0.2128,0.511,0.2366,0.1912,49.49
0207001,7016,0.1572,0.0648,4,1,0.1167,0.1402,2,0.0794,0.1752,0.1252,0.4726,0.135,26.3,1249,0.6314,0.3716,0.0404,0.0263,0.4467,0.1697,0.037,0.1856,0.2792,0.4158,0.4726,0.3475,0.377,49.45
0224006,10322,0.0759,0.0366,6,2,0.1567,0.2273,2,0.1157,0.2384,0.1356,0.3903,0.1705,30.9,1564,0.1739,0.1612,0.0606,0.0526,0.6797,0.2752,0.037,0.299,0.4008,0.4551,0.3903,0.4389,0.4584,49.4
3014001,7697,0.1186,0.0849,5,1,0.1354,0.0681,1,0.1299,0.164,0.109,0.4406,0.1155,25.9,1208,0.4142,0.5216,0.0505,0.0263,0.5556,0.0824,0.0185,0.3433,0.2577,0.3547,0.4406,0.2973,0.3699,49.39
3215002,35759,0.0848,0.0915,28,12,0.1419,0.2156,4,0.1174,0.1119,0.0819,0.3515,0.0409,12.0,4655,0.224,0.5709,0.2828,0.3158,0.5935,0.261,0.0741,0.3043,0.1575,0.2525,0.3515,0.1053,0.1239,49.38
1603003,5717,0.1467,0.0621,0,3,0.0812,0.2359,3,0.1635,0.1553,0.064,0.6007,0.1559,22.3,773,0.5723,0.3515,0.0,0.0789,0.24,0.2856,0.0556,0.4483,0.241,0.1849,0.6007,0.4013,0.3062,49.37
0420005,10346,0.1346,0.0494,2,6,0.0726,0.3298,3,0.0949,0.216,0.1255,0.4694,0.1443,27.5,1556,0.5042,0.2567,0.0202,0.1579,0.1899,0.3993,0.0556,0.234,0.3577,0.417,0.4694,0.3714,0.3982,49.37
1409002,37663,0.1336,0.0481,21,10,0.0942,0.0,15,0.1385,0.2113,0.1358,0.0777,0.0858,27.5,6086,0.4986,0.247,0.2121,0.2632,0.3157,0.0,0.2778,0.3702,0.3487,0.4558,0.0777,0.2208,0.3982,49.32
1425007,42582,0.0997,0.0202,25,12,0.0571,0.5744,11,0.1957,0.2795,0.0799,0.2866,0.01,14.1,4583,0.3078,0.0388,0.2525,0.3158,0.0996,0.6954,0.2037,0.5489,0.4798,0.2449,0.2866,0.0257,0.1611,49.32
1201003,5523,0.1172,0.0713,3,1,0.1569,0.4391,3,0.0898,0.1439,0.131,0.2931,0.0906,17.7,952,0.4063,0.4201,0.0303,0.0263,0.6808,0.5316,0.0556,0.2181,0.219,0.4377,0.2931,0.2332,0.2248,49.28
1604001,6357,0.1401,0.0706,6,0,0.1124,0.1724,1,0.1389,0.1378,0.034,0.535,0.1928,27.6,832,0.5352,0.4149,0.0606,0.0,0.4217,0.2087,0.0185,0.3714,0.2073,0.0717,0.535,0.4963,0.4,49.27
1015005,3787,0.1198,0.0449,5,0,0.0992,0.3788,4,0.1665,0.222,0.0853,0.5808,0.0817,24.6,515,0.4209,0.2231,0.0505,0.0,0.3448,0.4586,0.0741,0.4577,0.3692,0.2653,0.5808,0.2103,0.3469,49.26
1203003,4674,0.0945,0.0626,5,1,0.1168,0.6001,5,0.1087,0.0867,0.1101,0.476,0.1202,26.5,645,0.2786,0.3552,0.0505,0.0263,0.4473,0.7265,0.0926,0.2771,0.109,0.3589,0.476,0.3094,0.3805,49.25
0619005,12803,0.1055,0.0723,5,4,0.0778,0.3403,5,0.1641,0.2829,0.1172,0.0879,0.1477,14.6,1700,0.3405,0.4276,0.0505,0.1053,0.2202,0.412,0.0926,0.4502,0.4863,0.3857,0.0879,0.3802,0.1699,49.25
1815005,7994,0.1141,0.0784,2,2,0.1031,0.2367,3,0.0727,0.2683,0.0989,0.4032,0.1859,23.7,1110,0.3889,0.4731,0.0202,0.0526,0.3675,0.2866,0.0556,0.1646,0.4583,0.3166,0.4032,0.4785,0.331,49.23
2607004,7810,0.0968,0.0542,6,3,0.0959,0.1771,3,0.1157,0.2298,0.1307,0.4814,0.1652,32.9,1095,0.2915,0.2925,0.0606,0.0789,0.3256,0.2144,0.0556,0.299,0.3842,0.4366,0.4814,0.4252,0.4938,49.2
2426001,24894,0.0796,0.076,13,2,0.1192,0.5255,6,0.191,0.0968,0.0671,0.1602,0.0889,26.0,2811,0.1947,0.4552,0.1313,0.0526,0.4613,0.6362,0.1111,0.5342,0.1285,0.1966,0.1602,0.2288,0.3717,49.15
3217001,40691,0.0875,0.0382,22,16,0.0854,0.5029,13,0.0587,0.2448,0.1207,0.1458,0.0862,24.0,5177,0.2392,0.1731,0.2222,0.4211,0.2644,0.6088,0.2407,0.1209,0.4131,0.3989,0.1458,0.2219,0.3363,49.15
0228004,17035,0.084,0.0946,8,2,0.114,0.0826,7,0.1781,0.2159,0.0838,0.395,0.1437,15.6,2047,0.2195,0.594,0.0808,0.0526,0.431,0.1,0.1296,0.4939,0.3575,0.2596,0.395,0.3699,0.1876,49.06
1007005,23431,0.1292,0.0663,12,8,0.1297,0.1868,5,0.1314,0.2188,0.1409,0.0,0.1148,6.4,4069,0.4738,0.3828,0.1212,0.2105,0.5224,0.2262,0.0926,0.348,0.3631,0.4751,0.0,0.2955,0.0248,49.05
0814007,14218,0.1504,0.0739,8,1,0.1011,0.3981,6,0.1454,0.2284,0.0638,0.1933,0.0627,16.0,2051,0.5931,0.4396,0.0808,0.0263,0.3559,0.482,0.1111,0.3918,0.3815,0.1842,0.1933,0.1614,0.1947,49.05
0809003,4034,0.1296,0.0662,1,1,0.1354,0.5368,1,0.0995,0.1627,0.0991,0.4437,0.0796,14.4,640,0.4761,0.3821,0.0101,0.0263,0.5556,0.6499,0.0185,0.2484,0.2552,0.3174,0.4437,0.2049,0.1664,49.02
1609001,8734,0.0751,0.0786,4,1,0.1116,0.0864,4,0.1143,0.269,0.1651,0.3525,0.1325,31.6,1283,0.1694,0.4746,0.0404,0.0263,0.417,0.1046,0.0741,0.2946,0.4596,0.5664,0.3525,0.3411,0.4708,49.0
3202001,5599,0.1201,0.0851,2,0,0.0926,0.284,2,0.1435,0.2511,0.1307,0.5396,0.0407,12.7,846,0.4226,0.5231,0.0202,0.0,0.3063,0.3438,0.037,0.3858,0.4252,0.4366,0.5396,0.1048,0.1363,48.95
1604002,9186,0.078,0.0714,5,2,0.1114,0.102,4,0.1537,0.1557,0.1035,0.485,0.2075,31.2,1139,0.1857,0.4209,0.0505,0.0526,0.4158,0.1235,0.0741,0.4177,0.2417,0.334,0.485,0.5341,0.4637,48.93
2211002,2171,0.1031,0.0439,1,0,0.0948,0.4959,1,0.142,0.2131,0.1087,0.5169,0.1483,23.6,290,0.327,0.2157,0.0101,0.0,0.3192,0.6004,0.0185,0.3811,0.3521,0.3536,0.5169,0.3817,0.3292,48.93
0802002,5087,0.1351,0.1117,3,1,0.103,0.026,1,0.1184,0.1248,0.1396,0.5067,0.0571,25.0,849,0.507,0.7216,0.0303,0.0263,0.3669,0.0315,0.0185,0.3074,0.1823,0.4702,0.5067,0.147,0.354,48.92
1008002,9411,0.1122,0.0728,10,1,0.1225,0.0415,1,0.1201,0.2767,0.1256,0.2781,0.1158,26.4,1468,0.3782,0.4313,0.101,0.0263,0.4805,0.0502,0.0185,0.3127,0.4744,0.4174,0.2781,0.2981,0.3788,48.91
1411001,9023,0.1101,0.0889,8,4,0.1187,0.0364,1,0.1358,0.2366,0.1614,0.0,0.1156,21.7,1515,0.3663,0.5515,0.0808,0.1053,0.4584,0.0441,0.0185,0.3618,0.3973,0.5525,0.0,0.2976,0.2956,48.9
0227007,8451,0.1573,0.0554,5,0,0.1782,0.0388,3,0.114,0.1723,0.073,0.3408,0.1295,24.9,1509,0.632,0.3015,0.0505,0.0,0.8049,0.047,0.0556,0.2937,0.2737,0.2189,0.3408,0.3333,0.3522,48.88
1441004,6817,0.09,0.0673,3,2,0.0717,0.315,3,0.1278,0.3109,0.1466,0.184,0.1753,23.7,913,0.2532,0.3903,0.0303,0.0526,0.1846,0.3814,0.0556,0.3368,0.5402,0.4966,0.184,0.4512,0.331,48.87
2207006,3275,0.1265,0.0295,0,1,0.133,0.0401,0,0.1958,0.1584,0.1617,0.4134,0.1253,30.7,593,0.4586,0.1082,0.0,0.0263,0.5416,0.0485,0.0,0.5492,0.2469,0.5536,0.4134,0.3225,0.4549,48.83
2219006,10473,0.1121,0.0574,5,0,0.1046,0.3708,1,0.1348,0.1892,0.129,0.4773,0.0696,28.4,1574,0.3776,0.3164,0.0505,0.0,0.3762,0.4489,0.0185,0.3586,0.3062,0.4302,0.4773,0.1792,0.4142,48.82
0223006,2539,0.0997,0.0339,4,1,0.1394,0.3349,1,0.1169,0.251,0.0935,0.5978,0.0771,34.8,363,0.3078,0.141,0.0404,0.0263,0.5789,0.4054,0.0185,0.3027,0.425,0.2962,0.5978,0.1985,0.5274,48.81
1207001,7096,0.1351,0.0721,5,1,0.1413,0.0846,4,0.1126,0.2326,0.1016,0.459,0.0542,24.1,1172,0.507,0.4261,0.0505,0.0263,0.59,0.1024,0.0741,0.2893,0.3896,0.3268,0.459,0.1395,0.3381,48.8
0418005,20127,0.1036,0.0783,11,6,0.0936,0.4992,3,0.0802,0.2225,0.124,0.0,0.1265,20.5,2821,0.3298,0.4724,0.1111,0.1579,0.3122,0.6044,0.0556,0.1881,0.3702,0.4113,0.0,0.3256,0.2743,48.8
1806007,6000,0.0833,0.0667,7,0,0.1023,0.2236,4,0.1897,0.2856,0.0642,0.4441,0.165,17.2,650,0.2155,0.3858,0.0707,0.0,0.3628,0.2707,0.0741,0.5301,0.4915,0.1857,0.4441,0.4247,0.2159,48.79
1802007,14086,0.045,0.0281,11,8,0.1504,0.384,1,0.1525,0.317,0.1102,0.4446,0.1077,13.6,1730,0.0,0.0978,0.1111,0.2105,0.643,0.4649,0.0185,0.4139,0.5519,0.3592,0.4446,0.2772,0.1522,48.71
2609003,37980,0.129,0.0682,20,9,0.0852,0.3234,9,0.1305,0.1117,0.151,0.0446,0.1013,10.3,6150,0.4727,0.397,0.202,0.2368,0.2632,0.3915,0.1667,0.3452,0.1571,0.5132,0.0446,0.2607,0.0938,48.71
2614001,17207,0.0845,0.051,15,4,0.1402,0.0,6,0.1739,0.3218,0.0948,0.304,0.1025,21.2,2315,0.2223,0.2687,0.1515,0.1053,0.5836,0.0,0.1111,0.4808,0.5612,0.3011,0.304,0.2638,0.2867,48.69
3034003,7072,0.1618,0.0404,3,1,0.1391,0.1357,1,0.158,0.0983,0.1191,0.5964,0.0848,21.1,1314,0.6573,0.1896,0.0303,0.0263,0.5772,0.1643,0.0185,0.4311,0.1313,0.3928,0.5964,0.2183,0.285,48.67
0804007,49617,0.1351,0.0558,24,4,0.0689,0.352,19,0.1172,0.2124,0.0893,0.0,0.1129,23.2,6683,0.507,0.3045,0.2424,0.1053,0.1683,0.4262,0.3519,0.3037,0.3508,0.2804,0.0,0.2906,0.3221,48.66
3213004,38952,0.1158,0.0453,22,10,0.0759,0.1796,6,0.1419,0.3183,0.091,0.1441,0.0726,25.0,4965,0.3984,0.2261,0.2222,0.2632,0.2091,0.2174,0.1111,0.3808,0.5544,0.2868,0.1441,0.1869,0.354,48.65
3210003,7244,0.1117,0.0449,2,3,0.1301,0.3141,5,0.1694,0.2419,0.0659,0.4703,0.0502,26.7,970,0.3754,0.2231,0.0202,0.0789,0.5248,0.3803,0.0926,0.4667,0.4075,0.1921,0.4703,0.1292,0.3841,48.62
2613001,7400,0.1366,0.0617,8,1,0.0869,0.5149,1,0.1483,0.1758,0.0456,0.4286,0.0592,26.5,925,0.5155,0.3485,0.0808,0.0263,0.2732,0.6234,0.0185,0.4008,0.2804,0.1155,0.4286,0.1524,0.3805,48.58
0227004,12599,0.1385,0.0747,7,0,0.1064,0.448,2,0.1049,0.0971,0.0728,0.3695,0.0921,31.7,1802,0.5262,0.4455,0.0707,0.0,0.3867,0.5424,0.037,0.2652,0.129,0.2181,0.3695,0.2371,0.4726,48.56
1612003,5867,0.139,0.0947,5,1,0.0586,0.1122,1,0.1067,0.2,0.1244,0.3805,0.1231,31.1,866,0.529,0.5948,0.0505,0.0263,0.1083,0.1358,0.0185,0.2709,0.3269,0.4128,0.3805,0.3169,0.4619,48.55
0409006,4635,0.1058,0.0559,4,1,0.1254,0.0,1,0.1444,0.1689,0.159,0.5055,0.117,34.5,772,0.3421,0.3052,0.0404,0.0263,0.4974,0.0,0.0185,0.3886,0.2671,0.5434,0.5055,0.3012,0.5221,48.53
2426003,11478,0.1596,0.0809,6,4,0.1122,0.2235,3,0.0921,0.1212,0.1362,0.3865,0.0802,11.8,2093,0.6449,0.4918,0.0606,0.1053,0.4205,0.2706,0.0556,0.2252,0.1754,0.4574,0.3865,0.2064,0.1204,48.45
2612006,12248,0.0869,0.0524,9,3,0.0893,0.126,4,0.1335,0.2644,0.1284,0.5562,0.177,22.5,1609,0.2358,0.2791,0.0909,0.0789,0.2871,0.1525,0.0741,0.3546,0.4508,0.4279,0.5562,0.4556,0.3097,48.41
0228003,7008,0.0974,0.0675,3,0,0.0704,0.4381,1,0.0902,0.2183,0.1945,0.4653,0.1065,23.2,1096,0.2949,0.3918,0.0303,0.0,0.1771,0.5304,0.0185,0.2193,0.3621,0.6774,0.4653,0.2741,0.3221,48.41
0210004,2193,0.1226,0.0585,2,0,0.1185,0.4225,1,0.1308,0.1173,0.1111,0.4538,0.1573,16.5,338,0.4367,0.3246,0.0202,0.0,0.4572,0.5115,0.0185,0.3461,0.1679,0.3626,0.4538,0.4049,0.2035,48.4
3022003,8885,0.0917,0.0639,6,3,0.1094,0.0874,2,0.2388,0.2646,0.0948,0.1491,0.1273,19.8,1134,0.2628,0.3649,0.0606,0.0789,0.4042,0.1058,0.037,0.6835,0.4512,0.3011,0.1491,0.3277,0.2619,48.39
3019005,34486,0.1216,0.0584,11,7,0.1114,0.1686,4,0.1157,0.2774,0.088,0.3431,0.0907,19.3,4882,0.4311,0.3239,0.1111,0.1842,0.4158,0.2041,0.0741,0.299,0.4758,0.2755,0.3431,0.2335,0.2531,48.37
2432006,32139,0.114,0.0674,19,8,0.0992,0.2652,1,0.1816,0.1514,0.0975,0.1777,0.0512,17.9,4411,0.3883,0.391,0.1919,0.2105,0.3448,0.3211,0.0185,0.5048,0.2335,0.3113,0.1777,0.1318,0.2283,48.35
1441002,22770,0.0864,0.0471,13,5,0.0981,0.3684,3,0.1744,0.2777,0.0818,0.2621,0.1233,17.4,2626,0.233,0.2396,0.1313,0.1316,0.3384,0.446,0.0556,0.4823,0.4763,0.2521,0.2621,0.3174,0.2195,48.33
2415005,11705,0.1314,0.0858,3,2,0.1057,0.1863,5,0.0818,0.2203,0.1167,0.3477,0.0977,24.5,1830,0.4862,0.5284,0.0303,0.0526,0.3826,0.2255,0.0926,0.1931,0.366,0.3838,0.3477,0.2515,0.3451,48.3
0227003,6507,0.1289,0.049,5,3,0.1051,0.157,2,0.1377,0.2658,0.1156,0.59,0.0556,21.8,1009,0.4721,0.2537,0.0505,0.0789,0.3791,0.1901,0.037,0.3677,0.4535,0.3796,0.59,0.1431,0.2973,48.27
1604007,40219,0.124,0.0502,19,11,0.0838,0.4984,9,0.0996,0.1961,0.09,0.1255,0.0594,19.8,5400,0.4446,0.2627,0.1919,0.2895,0.2551,0.6034,0.1667,0.2487,0.3194,0.283,0.1255,0.1529,0.2619,48.26
2613002,67752,0.1474,0.0459,29,15,0.1203,0.2853,16,0.0432,0.1111,0.1102,0.0336,0.0934,14.3,11375,0.5763,0.2306,0.2929,0.3947,0.4677,0.3454,0.2963,0.0725,0.156,0.3592,0.0336,0.2404,0.1646,48.23
1815003,73540,0.1319,0.0449,40,12,0.1279,0.3647,28,0.0246,0.1831,0.0695,0.0,0.0739,10.4,10723,0.489,0.2231,0.404,0.3158,0.5119,0.4415,0.5185,0.0144,0.2944,0.2057,0.0,0.1902,0.0956,48.2
0809004,91378,0.109,0.015,36,17,0.1332,0.5228,27,0.0399,0.25,0.077,0.14,0.0,9.4,12605,0.3602,0.0,0.3636,0.4474,0.5428,0.6329,0.5,0.0622,0.4231,0.234,0.14,0.0,0.0779,48.18
1022001,4038,0.1521,0.0543,1,0,0.0762,0.3274,2,0.0826,0.2114,0.0907,0.4628,0.1744,30.1,592,0.6027,0.2933,0.0101,0.0,0.2108,0.3964,0.037,0.1956,0.3488,0.2857,0.4628,0.4489,0.4442,48.17
2409001,9565,0.1163,0.0588,3,1,0.136,0.216,4,0.1205,0.18,0.1233,0.4138,0.1183,22.2,1542,0.4012,0.3269,0.0303,0.0263,0.5591,0.2615,0.0741,0.314,0.2885,0.4087,0.4138,0.3045,0.3044,48.13
2214003,7307,0.1304,0.0844,6,4,0.0941,0.1427,5,0.1869,0.0972,0.0886,0.3614,0.0857,22.1,1033,0.4806,0.5179,0.0606,0.1053,0.3151,0.1728,0.0926,0.5214,0.1292,0.2777,0.3614,0.2206,0.3027,48.12
2001004,14548,0.0813,0.0437,9,3,0.0403,0.4268,4,0.2087,0.2638,0.0917,0.0664,0.2047,30.9,1401,0.2043,0.2142,0.0909,0.0789,0.0017,0.5167,0.0741,0.5895,0.4496,0.2894,0.0664,0.5269,0.4584,48.11
2610004,7166,0.1371,0.0588,6,0,0.114,0.4487,2,0.0937,0.1023,0.1229,0.5176,0.0702,23.8,1184,0.5183,0.3269,0.0606,0.0,0.431,0.5432,0.037,0.2302,0.139,0.4072,0.5176,0.1807,0.3327,48.02
1606004,11581,0.1375,0.0389,3,5,0.1402,0.0851,2,0.1602,0.1641,0.0697,0.4935,0.1228,25.8,1774,0.5205,0.1784,0.0303,0.1316,0.5836,0.103,0.037,0.438,0.2579,0.2064,0.4935,0.3161,0.3681,48.01
2413005,8082,0.1641,0.0664,5,1,0.1331,0.2058,1,0.1313,0.1516,0.0934,0.3165,0.1477,5.1,1413,0.6702,0.3836,0.0505,0.0263,0.5422,0.2492,0.0185,0.3477,0.2338,0.2958,0.3165,0.3802,0.0018,48.01
2609006,41125,0.1753,0.0592,21,7,0.0706,0.0457,7,0.1977,0.124,0.0921,0.0507,0.0985,16.4,6524,0.7333,0.3299,0.2121,0.1842,0.1782,0.0553,0.1296,0.5551,0.1808,0.2909,0.0507,0.2535,0.2018,48.0
1420002,22896,0.1235,0.044,9,7,0.1444,0.1579,3,0.1311,0.3092,0.1231,0.2164,0.0519,11.3,3855,0.4418,0.2164,0.0909,0.1842,0.608,0.1912,0.0556,0.3471,0.5369,0.4079,0.2164,0.1336,0.1115,47.97
2208004,5564,0.0936,0.0602,4,2,0.1007,0.2056,2,0.1535,0.2858,0.0685,0.6133,0.1555,16.7,640,0.2735,0.3373,0.0404,0.0526,0.3535,0.2489,0.037,0.4171,0.4919,0.2019,0.6133,0.4003,0.2071,47.95
1430007,10068,0.0568,0.0513,6,4,0.1219,0.3754,2,0.111,0.2963,0.1706,0.1876,0.1084,25.5,1441,0.0664,0.2709,0.0606,0.1053,0.477,0.4545,0.037,0.2843,0.5121,0.5872,0.1876,0.279,0.3628,47.92
0217005,4635,0.1244,0.0667,4,1,0.1191,0.315,0,0.0874,0.1489,0.0861,0.3649,0.1959,24.7,674,0.4468,0.3858,0.0404,0.0263,0.4607,0.3814,0.0,0.2106,0.2287,0.2683,0.3649,0.5042,0.3487,47.91
1820001,6118,0.0964,0.0638,4,0,0.1472,0.0,1,0.1531,0.1969,0.0922,0.5193,0.1399,29.8,869,0.2893,0.3642,0.0404,0.0,0.6243,0.0,0.0185,0.4158,0.321,0.2913,0.5193,0.3601,0.4389,47.88
1409004,25827,0.0782,0.0343,11,4,0.0796,0.3173,6,0.2062,0.1913,0.2438,0.0,0.1118,17.9,4364,0.1868,0.144,0.1111,0.1053,0.2306,0.3841,0.1111,0.5817,0.3102,0.8634,0.0,0.2878,0.2283,47.88
3212006,6296,0.1501,0.0764,4,3,0.1478,0.0237,2,0.1181,0.1627,0.1333,0.2902,0.1088,10.1,1188,0.5914,0.4582,0.0404,0.0789,0.6278,0.0287,0.037,0.3065,0.2552,0.4464,0.2902,0.2801,0.0903,47.87
3013002,40827,0.1457,0.048,16,9,0.0774,0.0239,16,0.219,0.1705,0.1093,0.0,0.0992,16.5,6187,0.5667,0.2463,0.1616,0.2368,0.2178,0.0289,0.2963,0.6217,0.2702,0.3558,0.0,0.2553,0.2035,47.87
1415005,30375,0.1373,0.0362,14,5,0.0717,0.4126,10,0.2102,0.1593,0.0317,0.1632,0.1121,25.2,3460,0.5194,0.1582,0.1414,0.1316,0.1846,0.4995,0.1852,0.5942,0.2487,0.063,0.1632,0.2885,0.3575,47.86
0416004,5360,0.0965,0.0586,2,1,0.1412,0.5313,2,0.177,0.1202,0.1116,0.089,0.1812,6.2,791,0.2898,0.3254,0.0202,0.0263,0.5894,0.6432,0.037,0.4905,0.1735,0.3645,0.089,0.4664,0.0212,47.84
1441006,29833,0.0923,0.0315,19,6,0.1545,0.0,13,0.1347,0.2912,0.1175,0.0942,0.1779,14.8,4554,0.2662,0.1231,0.1919,0.1579,0.6669,0.0,0.2407,0.3583,0.5023,0.3868,0.0942,0.4579,0.1735,47.82
1210001,32415,0.1454,0.0641,15,4,0.149,0.2595,10,0.1104,0.1453,0.0881,0.1716,0.0528,13.5,5443,0.565,0.3664,0.1515,0.1053,0.6348,0.3142,0.1852,0.2824,0.2217,0.2758,0.1716,0.1359,0.1504,47.79
1436002,7279,0.1006,0.0402,7,3,0.1061,0.019,2,0.1799,0.2938,0.1589,0.4387,0.0832,22.4,1145,0.3129,0.1881,0.0707,0.0789,0.385,0.023,0.037,0.4995,0.5073,0.543,0.4387,0.2142,0.308,47.78
2010006,17154,0.0926,0.0494,10,6,0.133,0.136,6,0.2033,0.191,0.0681,0.2368,0.1674,15.9,2155,0.2679,0.2567,0.101,0.1579,0.5416,0.1646,0.1111,0.5726,0.3096,0.2004,0.2368,0.4309,0.1929,47.77
1804003,22151,0.1219,0.0531,15,6,0.1271,0.1756,5,0.2029,0.1523,0.0867,0.0072,0.1135,15.9,3259,0.4328,0.2843,0.1515,0.1579,0.5073,0.2126,0.0926,0.5714,0.2352,0.2706,0.0072,0.2921,0.1929,47.7
3033005,12421,0.1235,0.0802,11,1,0.102,0.0638,7,0.1016,0.1883,0.1292,0.3501,0.1164,24.8,1941,0.4418,0.4866,0.1111,0.0263,0.3611,0.0772,0.1296,0.2549,0.3044,0.4309,0.3501,0.2996,0.3504,47.68
3017002,53190,0.1109,0.0497,30,11,0.162,0.0546,19,0.1513,0.174,0.0422,0.1946,0.032,13.1,7199,0.3708,0.259,0.303,0.2895,0.7105,0.0661,0.3519,0.4102,0.2769,0.1026,0.1946,0.0824,0.1434,47.67
